id,lead_id,unit_value,unit_location,expected_value,actual_value,date_of_reservation,reservation_update_date,date_of_contraction,property_type_id,area_id,compound_id,sale_category,years_of_payment,property_type
11218,130316,17770000.0,New Cairo,,17777000.0,2024-01-10 00:00:00,2024-01-10 20:21:00,2024-02-08 00:00:00,21,2.0,345.0,Primary,8.0,Apartment
776,32565,648000.0,New Capital City,,,2021-04-11 00:00:00,,,8,9.0,464.0,,,Office
3016,20428,8912000.0,6th October,,8912000.0,2022-09-04 00:00:00,2022-09-05 00:00:00,2022-10-23 00:00:00,1,1.0,402.0,Primary,,Villa
9305,312091,3658000.0,Mostakbal City,,3658000.0,2023-10-12 00:00:00,,2023-10-12 00:00:00,13,10.0,908.0,Developer Commercial Sale,10.0,Clinic
11885,173993,,New Cairo,10000000.0,,,,,21,2.0,1116.0,,,Apartment
11886,295030,,6th of October City,11000000.0,,,,,8,1.0,1130.0,,,Office
10137,288162,5144459.0,New Cairo,4000000.0,,2023-11-19 00:00:00,2023-11-22 12:59:00,2023-12-18 00:00:00,21,2.0,186.0,Primary,8.0,Apartment
11884,413,13133000.0,,,13133000.0,,,2024-02-08 14:24:00,21,2.0,192.0,Primary,8.0,Apartment
10739,324584,,New Cairo,9756000.0,,,,,8,2.0,1079.0,,,Office
10342,215708,6407000.0,New Cairo,,6407000.0,2023-11-27 00:00:00,2023-11-28 12:19:00,2024-01-06 00:00:00,21,2.0,345.0,Primary,8.0,Apartment
8121,251675,10530000.0,North Coast,,10530000.0,2023-08-10 00:00:00,2023-08-11 00:00:00,2023-09-02 00:00:00,5,3.0,522.0,Primary,8.0,Chalet
7097,215047,6892750.0,New Cairo,,6892750.0,2023-05-20 00:00:00,2023-05-20 00:00:00,2023-05-21 00:00:00,8,2.0,818.0,Developer Commercial Sale,6.0,Office
11478,339735,,6th of October City,5500000.0,,,,,13,1.0,401.0,,,Clinic
11154,385762,3188464.0,6th of October City,3000000.0,,2024-01-13 00:00:00,2024-01-24 09:44:00,,21,1.0,653.0,Primary,,Apartment
11889,415,6180000.0,,,6180000.0,,,2024-02-08 16:23:00,9,2.0,38.0,Primary,8.0,Studio
518,20133,6961500.0,,,,,,2019-11-30 00:00:00,21,,,,,Apartment
10070,335638,,El Sheikh Zayed,9000000.0,,,,,10,26.0,1065.0,,,Retail
11347,358497,,New Cairo,50000000.0,,,,,1,2.0,1077.0,,,Villa
11348,358497,,New Cairo,50000000.0,,,,,1,2.0,1077.0,,,Villa
11344,139847,4800000.0,Ain Sokhna,,4800000.0,2023-12-19 00:00:00,,2024-01-17 00:00:00,11,4.0,90.0,Primary,8.0,Cabin
9886,330817,5030000.0,Ain Sokhna,,5030000.0,2023-11-06 00:00:00,2023-11-07 12:09:00,2023-11-14 00:00:00,5,4.0,1028.0,Primary,8.0,Chalet
11349,358497,,New Cairo,50000000.0,,,,,1,2.0,1077.0,,,Villa
11350,358497,,New Cairo,50000000.0,,,,,1,2.0,1077.0,,,Villa
11351,358497,,New Cairo,50000000.0,,,,,1,2.0,1077.0,,,Villa
11483,398324,,Cairo,5000000.0,,,,,21,29.0,1084.0,,,Apartment
11482,398324,,Cairo,4500000.0,,,,,21,29.0,1084.0,,,Apartment
11898,392214,,6th of October City,16000000.0,,,,,21,1.0,798.0,,,Apartment
10191,335638,5057000.0,El Sheikh Zayed,9000000.0,,2023-12-14 00:00:00,2023-12-14 11:31:00,2024-01-17 00:00:00,8,26.0,1065.0,Developer Commercial Sale,5.0,Office
1445,59644,3181046.0,New Cairo,,,2021-12-12 00:00:00,,2021-12-16 00:00:00,21,2.0,209.0,Primary,,Apartment
490,8722,15200000.0,,,,2018-08-14 00:00:00,,2018-08-14 00:00:00,21,,,Primary,,Apartment
11362,385111,5738077.0,New Cairo,,5738077.0,2024-01-16 00:00:00,,2024-01-17 00:00:00,21,2.0,186.0,Primary,8.0,Apartment
3849,25987,8749914.0,New Cairo,,8749914.0,2022-12-25 00:00:00,,2022-12-25 00:00:00,21,2.0,360.0,Primary,7.0,Apartment
11908,392214,,New Cairo,6050000.0,,,,,21,2.0,38.0,,,Apartment
10063,333089,4635734.0,New Capital City,,4635734.0,2023-10-29 00:00:00,,2023-11-15 00:00:00,21,9.0,1058.0,Primary,10.0,Apartment
1685,71938,4370000.0,6th October,4500000.0,,2022-02-12 00:00:00,,,7,1.0,423.0,,,Townhouse
11678,389130,18833248.0,New Cairo,,18833248.0,2024-01-30 00:00:00,2024-01-31 14:42:00,2024-02-07 00:00:00,21,2.0,754.0,Primary,7.0,Apartment
10078,332005,19530000.0,6th of October City,,19530000.0,2023-11-16 00:00:00,2023-11-16 10:49:00,2023-12-03 00:00:00,7,1.0,798.0,Primary,8.0,Townhouse
10065,160,3075616.0,,,3075616.0,,,2023-11-15 14:37:00,21,9.0,372.0,Primary,10.0,Apartment
11175,220442,15326000.0,North Coast,20000000.0,,2024-01-16 00:00:00,2024-01-19 16:23:00,,5,3.0,530.0,Primary,,Chalet
11688,231895,,Mostakbal City,12000000.0,,,,,3,10.0,996.0,,,Duplex
2545,96835,4475000.0,Mostakbal City,,,2022-06-23 00:00:00,,2022-06-23 00:00:00,7,10.0,217.0,Primary,,Townhouse
7998,251542,3349446.0,Mostakbal City,,3349540.0,2023-08-01 00:00:00,2023-08-03 00:00:00,2023-08-20 00:00:00,21,10.0,490.0,Primary,7.0,Apartment
572,22538,1353770.0,Sila,,,2020-04-28 00:00:00,,2020-05-05 00:00:00,21,,,,,Apartment
7286,225500,7320883.0,New Cairo,,7320883.0,2023-05-29 00:00:00,2023-05-30 00:00:00,2023-06-26 00:00:00,21,2.0,754.0,Primary,7.0,Apartment
9409,325693,5710000.0,New Cairo,5700000.0,,2023-10-17 00:00:00,2023-10-17 12:42:00,2023-11-08 00:00:00,21,2.0,38.0,Primary,8.0,Apartment
520,20174,2058000.0,,,,2019-12-15 00:00:00,,2019-12-22 00:00:00,7,,,,,Townhouse
8497,286123,2346739.0,North Coast,2346739.0,,2023-09-04 00:00:00,2023-09-04 15:16:00,2023-09-13 00:00:00,5,3.0,241.0,Primary,10.0,Chalet
2710,113973,3955000.0,North Coast,,,2022-07-30 00:00:00,,2022-08-08 00:00:00,7,3.0,505.0,Primary,,Townhouse
10283,210,3374000.0,,,3374000.0,,,2023-11-25 13:52:00,21,9.0,1058.0,Primary,6.0,Apartment
5004,90202,19975000.0,El Sheikh Zayed,18000000.0,19975000.0,2023-02-20 00:00:00,2023-02-21 00:00:00,2023-02-28 00:00:00,1,26.0,877.0,Primary,8.0,Villa
11692,395583,,New Cairo,20000000.0,,,,,4,2.0,278.0,,,Penthouse
10541,81050,,New Cairo,12000000.0,,,,,7,2.0,147.0,,,Townhouse
2822,109297,5881860.0,6th October,5881860.0,,2022-08-11 00:00:00,,2022-08-12 00:00:00,7,1.0,423.0,Primary,,Townhouse
9170,316381,4875806.0,Mostakbal City,5000000.0,,2023-10-30 00:00:00,2023-10-31 14:41:00,2023-11-25 00:00:00,21,10.0,996.0,Primary,8.0,Apartment
7660,247513,19477560.0,North Coast,,19477560.0,2023-07-04 00:00:00,,2023-07-09 00:00:00,5,3.0,530.0,Primary,6.0,Chalet
11696,218064,4148147.0,New Cairo,,4148147.0,2024-01-20 00:00:00,,2024-02-01 00:00:00,21,2.0,186.0,Primary,8.0,Apartment
745,30225,20033120.0,El Shorouk,,,2021-03-04 00:00:00,,,21,8.0,,,,Apartment
403,12631,1439168.0,,,,2019-02-05 00:00:00,,2019-03-17 00:00:00,21,,,,,Apartment
11700,314225,,Mostakbal City,12000000.0,,,,,3,10.0,996.0,,,Duplex
2900,123064,4918168.0,6th October,4900000.0,,2022-08-25 00:00:00,,2022-08-25 00:00:00,7,1.0,423.0,Primary,,Townhouse
11518,1282,,North Coast,15000000.0,,,,,5,3.0,510.0,,,Chalet
690,28719,1801000.0,New Heliopolis,,,2021-01-10 00:00:00,,2021-04-01 00:00:00,21,16.0,,Primary,,Apartment
11383,389062,5845660.0,New Cairo,,5908900.0,2024-01-16 00:00:00,2024-01-18 14:48:00,2024-02-06 00:00:00,21,2.0,147.0,Primary,8.0,Apartment
992,49913,4582000.0,6th October,,,2021-09-02 00:00:00,,2021-09-06 00:00:00,7,1.0,223.0,Primary,,Townhouse
6719,203789,1488000.0,New Cairo,,2976000.0,2023-04-18 00:00:00,,2023-04-18 00:00:00,21,2.0,345.0,Developer Resale,0.0,Apartment
11216,195003,,New Cairo,30000000.0,,,,,6,2.0,1077.0,,,Twinhouse
11391,394496,,New Capital City,8000000.0,,,,,21,9.0,1099.0,,,Apartment
11393,394496,,New Capital City,9000000.0,,,,,21,9.0,1099.0,,,Apartment
1600,67470,3107172.0,New Cairo,,,2022-01-20 00:00:00,,2022-01-24 00:00:00,8,2.0,406.0,Primary,,Office
11725,21985,,Mostakbal City,18000000.0,,,,,1,10.0,996.0,,,Villa
9416,314604,6641080.0,Mostakbal City,5000000.0,,2023-10-30 00:00:00,2023-11-05 11:31:00,2023-11-15 00:00:00,21,10.0,996.0,Primary,8.0,Apartment
8999,45,21508515.0,El Sheikh Zayed,,21508515.0,2023-09-24 00:00:00,,2023-09-26 00:00:00,7,26.0,664.0,Primary,8.0,Townhouse
11530,398273,8900000.0,Somabay,8900000.0,,2024-01-24 00:00:00,2024-01-26 10:41:00,,5,6.0,614.0,Primary,,Chalet
11396,274195,14233000.0,6th of October City,15000000.0,,2024-01-21 00:00:00,2024-01-23 20:49:00,,7,1.0,223.0,Primary,,Townhouse
11532,390985,5507055.0,New Capital City,,5507055.0,2024-01-13 00:00:00,,2024-01-25 00:00:00,21,9.0,297.0,Primary,7.0,Apartment
8882,298705,11510000.0,New Cairo,11510000.0,,2023-09-24 00:00:00,,2023-10-02 00:00:00,7,2.0,477.0,Primary,8.0,Townhouse
3141,107554,6472000.0,6th October,,6472000.0,2022-09-19 00:00:00,2022-09-19 00:00:00,2022-11-08 00:00:00,7,1.0,356.0,Primary,,Townhouse
927,41955,7126893.0,El Gouna,,,2021-08-04 00:00:00,,2021-08-04 00:00:00,7,5.0,248.0,,,Townhouse
7907,248536,8531000.0,New Cairo,,8531000.0,2023-07-27 00:00:00,,2023-07-27 00:00:00,21,2.0,868.0,Primary,8.0,Apartment
11399,330102,,El Sheikh Zayed,36000000.0,,,,,6,26.0,877.0,,,Twinhouse
11732,405498,,New Cairo,9000000.0,,,,,8,2.0,1119.0,,,Office
3927,170192,3113000.0,Mostakbal City,,3113000.0,2022-12-29 00:00:00,2022-12-31 00:00:00,2023-01-17 00:00:00,21,10.0,202.0,Primary,9.0,Apartment
8128,239856,16210000.0,North Coast,,16210000.0,2023-07-13 00:00:00,,2023-08-12 00:00:00,7,3.0,522.0,Primary,8.0,Townhouse
2106,83655,4980000.0,El Shorouk,,,2022-04-14 00:00:00,,2022-05-18 00:00:00,7,8.0,224.0,Primary,,Townhouse
3417,130002,4771056.0,New Cairo,10000000.0,4771056.0,2022-10-27 00:00:00,2022-10-28 00:00:00,2022-11-06 00:00:00,7,2.0,240.0,Primary,,Townhouse
4375,176561,9137000.0,El Sheikh Zayed,,9137000.0,2023-01-25 00:00:00,,2023-01-25 00:00:00,6,26.0,836.0,Primary,8.0,Twinhouse
10801,367949,10200754.0,New Cairo,10300000.0,,2023-12-20 00:00:00,,2024-01-20 00:00:00,7,2.0,147.0,Primary,8.0,Townhouse
344,9843,8212860.0,,,,,,2018-11-18 00:00:00,1,,,,,Villa
11542,390985,1600000.0,New Capital City,,1600000.0,2024-01-25 00:00:00,,2024-01-26 00:00:00,8,9.0,408.0,Developer Commercial Sale,6.0,Office
11543,395215,,New Cairo,15000000.0,,,,,1,2.0,147.0,,,Villa
3431,145964,6828000.0,El Shorouk,,6828000.0,2022-10-27 00:00:00,2022-10-27 00:00:00,2022-11-13 00:00:00,7,8.0,219.0,Primary,12.0,Townhouse
11548,21833,,6th of October City,5500000.0,,,,,21,1.0,422.0,,,Apartment
1698,55664,11235000.0,6th October,,,2022-02-12 00:00:00,,,1,1.0,,,,Villa
11409,395353,32597000.0,El Sheikh Zayed,28000000.0,,2024-01-23 00:00:00,2024-01-23 20:23:00,,7,26.0,877.0,Primary,,Townhouse
2171,86789,3799762.0,New Cairo,,,2022-04-28 00:00:00,,,21,2.0,,,,Apartment
7691,252924,14956134.0,North Coast,6900000.0,,2023-08-29 00:00:00,2023-08-30 21:02:00,2023-12-28 00:00:00,7,3.0,989.0,Primary,8.0,Townhouse
8462,179311,14210141.0,North Coast,,14210141.0,2023-08-30 00:00:00,2023-08-30 21:17:00,2023-12-16 00:00:00,7,3.0,989.0,Primary,8.0,Townhouse
11412,390985,,New Capital City,7000000.0,,,,,21,9.0,281.0,,,Apartment
11084,263546,,New Cairo,25000000.0,,,,,7,2.0,1077.0,,,Townhouse
11413,395884,,New Cairo,32000000.0,,,,,7,2.0,1077.0,,,Townhouse
10816,352824,5018000.0,El Sheikh Zayed,,5018000.0,2023-12-18 00:00:00,2023-12-19 09:53:00,2024-02-03 00:00:00,8,26.0,1065.0,Developer Commercial Sale,6.0,Office
3614,150191,4632000.0,Mostakbal City,4632000.0,4632000.0,2022-11-22 00:00:00,,2022-12-15 00:00:00,7,10.0,217.0,Primary,9.0,Townhouse
5166,166283,6435896.0,El Sheikh Zayed,,6435896.0,2023-02-15 00:00:00,,2023-02-15 00:00:00,8,26.0,813.0,Primary,0.0,Office
11428,367131,,Ain Sokhna,8000000.0,,,,,5,4.0,1028.0,,,Chalet
11430,385668,,6th of October City,6000000.0,,,,,21,1.0,422.0,,,Apartment
11100,194005,,North Coast,12000000.0,,,,,5,3.0,717.0,,,Chalet
9415,325095,14010000.0,6th of October City,,14010000.0,2023-10-17 00:00:00,2023-10-17 12:13:00,2023-10-23 00:00:00,7,1.0,798.0,Primary,8.0,Townhouse
11101,383400,,New Cairo,30000000.0,,,,,7,2.0,1077.0,,,Townhouse
9639,312989,2967294.0,New Cairo,2000000.0,,2023-10-29 00:00:00,,2023-11-21 00:00:00,21,2.0,147.0,Primary,8.0,Apartment
10594,361917,5294245.0,New Capital City,,5294245.0,2023-12-03 00:00:00,,2023-12-07 00:00:00,21,9.0,1058.0,Primary,10.0,Apartment
11439,374009,6198080.0,New Cairo,6198000.0,,2023-12-18 00:00:00,,2024-01-21 00:00:00,21,2.0,1037.0,Primary,8.0,Apartment
9471,233393,6393000.0,El Shorouk,6000000.0,,2023-10-23 00:00:00,2023-10-23 17:23:00,2023-11-14 00:00:00,21,8.0,219.0,Primary,7.0,Apartment
7436,232252,2491000.0,New Capital City,2400000.0,2491000.0,2023-06-12 00:00:00,,2023-06-18 00:00:00,21,9.0,372.0,Primary,3.0,Apartment
11444,393861,,El Sheikh Zayed,7000000.0,,,,,13,26.0,1114.0,,,Clinic
11573,339735,,Mostakbal City,4000000.0,,,,,13,10.0,908.0,,,Clinic
839,36502,1.0,New Cairo,,,2021-06-15 00:00:00,,2021-06-15 00:00:00,8,2.0,344.0,Primary,,Office
9184,213152,2552944.0,New Cairo,3180000.0,,2023-10-07 00:00:00,,2023-10-15 00:00:00,21,2.0,147.0,Primary,8.0,Apartment
9051,313192,4225811.0,New Cairo,4200000.0,,2023-10-01 00:00:00,,2023-10-10 00:00:00,21,2.0,147.0,Primary,8.0,Apartment
9422,305053,6299490.0,New Cairo,,6746912.0,2023-10-15 00:00:00,2023-10-17 13:58:00,2023-10-27 00:00:00,21,2.0,186.0,Primary,8.0,Apartment
8643,237668,5370000.0,New Cairo,,5370000.0,2023-09-11 00:00:00,2023-09-12 08:49:00,2023-09-24 00:00:00,21,2.0,410.0,Primary,6.0,Apartment
11779,385178,3899678.0,New Cairo,,3899678.0,2024-02-04 00:00:00,,2024-02-05 00:00:00,21,2.0,186.0,Primary,9.0,Apartment
10305,351395,,New Capital City,3200000.0,,,,,21,9.0,546.0,,,Apartment
11460,386025,,Mostakbal City,7000000.0,,,,,21,10.0,996.0,,,Apartment
11782,350771,,6th of October City,4500000.0,,,,,21,1.0,1130.0,,,Apartment
11783,350771,,6th of October City,4500000.0,,,,,21,1.0,1130.0,,,Apartment
10174,300590,,New Capital City,5100000.0,,,,,21,9.0,237.0,,,Apartment
639,23187,3719450.0,New Cairo,,,2020-10-28 00:00:00,,,21,,,,,Apartment
9908,249165,4109259.0,New Capital City,4000000.0,,2023-11-07 00:00:00,,2023-11-08 00:00:00,21,9.0,867.0,Primary,6.0,Apartment
2742,114221,3186810.0,New Cairo,,,2022-08-03 00:00:00,2022-08-03 00:00:00,2022-08-04 00:00:00,21,2.0,195.0,Primary,,Apartment
3534,99115,11340000.0,New Cairo,,11340000.0,2022-11-10 00:00:00,2022-11-10 00:00:00,2022-11-20 00:00:00,7,2.0,345.0,Primary,8.0,Townhouse
8111,110,6022000.0,New Capital City,,6022000.0,2023-07-30 00:00:00,,2023-08-10 00:00:00,21,9.0,1015.0,Primary,10.0,Apartment
3713,158991,7264455.0,6th of October City,,7264455.0,2022-12-08 00:00:00,2022-12-08 00:00:00,2022-12-18 00:00:00,7,1.0,391.0,Primary,7.0,Townhouse
1970,78478,3059000.0,New Cairo,,,2022-03-23 00:00:00,,2022-03-30 00:00:00,21,2.0,410.0,Primary,,Apartment
11294,389840,,New Cairo,5200000.0,,,,,21,2.0,147.0,,,Apartment
746,30225,20033120.0,El Shorouk,,,2021-03-04 00:00:00,,,21,8.0,,,,Apartment
9504,320512,4400000.0,New Capital City,4400000.0,,2023-10-29 00:00:00,,2023-10-31 00:00:00,21,9.0,1025.0,Primary,8.0,Apartment
10459,293804,7814000.0,El Sheikh Zayed,3000000.0,15628000.0,2023-09-18 00:00:00,2023-09-20 19:04:00,2023-12-03 00:00:00,21,26.0,877.0,Primary,7.0,Apartment
8788,298474,12222000.0,El Sheikh Zayed,12220000.0,,2023-09-19 00:00:00,2023-09-20 20:13:00,2023-12-04 00:00:00,21,26.0,877.0,Primary,7.0,Apartment
8521,293469,7333110.0,New Capital City,7333110.0,7333110.0,2023-09-03 00:00:00,,2023-09-20 00:00:00,21,9.0,622.0,Primary,10.0,Apartment
2454,101396,553000.0,New Capital City,,,2022-06-06 00:00:00,2022-06-07 00:00:00,2022-06-12 00:00:00,8,9.0,747.0,Primary,,Office
2691,114657,3276800.0,North Coast,3276800.0,3276800.0,2022-08-04 00:00:00,2022-08-04 00:00:00,2022-09-28 00:00:00,5,3.0,692.0,Primary,,Chalet
2696,97736,4251000.0,North Coast,4300000.0,,2022-08-03 00:00:00,2022-08-03 00:00:00,2022-08-07 00:00:00,5,3.0,510.0,Primary,,Chalet
11618,396873,,El Sheikh Zayed,4000000.0,,,,,8,26.0,1065.0,,,Office
5794,123311,3210115.0,North Coast,,3210115.0,2023-02-25 00:00:00,2023-02-25 00:00:00,2023-05-06 00:00:00,5,3.0,305.0,Primary,8.0,Chalet
3284,139666,3580427.0,6th October,,3580427.0,2022-10-03 00:00:00,2022-10-03 00:00:00,2022-11-01 00:00:00,21,1.0,391.0,Primary,,Apartment
11807,314225,,Mostakbal City,12000000.0,,,,,3,10.0,996.0,,,Duplex
917,39964,2846625.0,North Coast,,,2021-08-03 00:00:00,,2021-08-23 00:00:00,5,3.0,45.0,Primary,,Chalet
3500,141516,3378000.0,Ain Sokhna,,3378000.0,2022-11-02 00:00:00,,2022-11-02 00:00:00,5,4.0,90.0,Primary,,Chalet
7664,220442,13489160.0,North Coast,,13489160.0,2023-07-10 00:00:00,2023-07-10 00:00:00,2023-07-26 00:00:00,5,3.0,83.0,Primary,6.0,Chalet
9842,335168,,Mostakbal City,7000000.0,,,,,21,10.0,202.0,,,Apartment
851,37176,2300000.0,Ain Sokhna,,,2021-06-28 00:00:00,,2021-06-28 00:00:00,5,4.0,90.0,,,Chalet
10080,288883,7781000.0,North Coast,,7781000.0,2023-11-07 00:00:00,,2023-11-16 00:00:00,5,3.0,84.0,Primary,8.0,Chalet
11130,103930,6000000.0,New Cairo,,6000000.0,2023-12-31 00:00:00,,2024-01-02 00:00:00,21,2.0,1037.0,Primary,8.0,Apartment
9681,300382,34351000.0,El Sheikh Zayed,,34351000.0,2023-10-26 00:00:00,2023-10-30 14:26:00,2023-12-27 00:00:00,21,26.0,822.0,Primary,7.0,Apartment
11127,383920,9486205.0,New Cairo,5000000.0,,2024-01-02 00:00:00,,2024-01-15 00:00:00,3,2.0,147.0,Primary,7.0,Duplex
3944,142340,7260928.0,6th of October City,,7260928.0,2023-01-04 00:00:00,,2023-01-04 00:00:00,7,1.0,391.0,Primary,7.0,Townhouse
7953,222315,4417000.0,North Coast,,4417000.0,2023-08-01 00:00:00,2023-08-01 00:00:00,2023-08-13 00:00:00,5,3.0,752.0,Primary,8.0,Chalet
3185,93621,2099000.0,North Coast,,2099000.0,2022-09-22 00:00:00,,2022-09-22 00:00:00,5,3.0,532.0,Primary,,Chalet
10077,267920,,Mostakbal City,4500000.0,,,,,21,10.0,1059.0,,,Apartment
6987,216608,3815899.0,6th of October City,3800000.0,3815899.0,2023-05-30 00:00:00,,2023-06-25 00:00:00,21,1.0,223.0,Primary,10.0,Apartment
8436,253191,5488900.0,El Sheikh Zayed,,10997800.0,2023-08-21 00:00:00,2023-08-23 14:01:00,2023-08-29 00:00:00,8,26.0,274.0,Primary,6.0,Office
2562,107708,6167000.0,New Cairo,,,2022-06-28 00:00:00,,2022-07-07 00:00:00,8,2.0,367.0,Developer Commercial Sale,,Office
8674,299690,11767486.0,Mostakbal City,15000000.0,,2023-10-28 00:00:00,,2023-11-10 00:00:00,21,10.0,196.0,Primary,8.0,Apartment
10513,136669,,El Sheikh Zayed,8500000.0,,,,,21,26.0,1080.0,,,Apartment
10679,271,7725059.0,,,7725059.0,,,2023-12-12 11:40:00,21,10.0,996.0,Primary,8.0,Apartment
10661,307608,,New Cairo,40000000.0,,,,,6,2.0,1077.0,,,Twinhouse
9840,325834,4800000.0,New Cairo,5800000.0,,2023-12-05 00:00:00,,2023-12-26 00:00:00,21,2.0,1037.0,Primary,8.0,Apartment
10707,274,18236000.0,,,18236000.0,,,2023-12-13 15:02:00,21,26.0,274.0,Primary,8.0,Apartment
11855,356645,8000000.0,North Coast,,8000000.0,2024-02-07 00:00:00,,2024-02-07 00:00:00,7,3.0,930.0,Resale Seller,0.0,Townhouse
8549,139847,6175490.0,North Coast,,3951000.0,2023-08-08 00:00:00,2023-09-06 09:42:00,2023-09-06 00:00:00,5,3.0,521.0,Primary,8.0,Chalet
8546,139847,7188385.0,North Coast,,4678000.0,2023-08-08 00:00:00,2023-09-06 09:38:00,2023-09-06 00:00:00,5,3.0,521.0,Primary,8.0,Chalet
11207,382961,7340000.0,Mostakbal City,,7340000.0,2024-01-09 00:00:00,,2024-01-10 00:00:00,21,10.0,202.0,Primary,8.0,Apartment
8589,94323,4480000.0,North Coast,4400000.0,,2023-09-09 00:00:00,2023-09-10 09:04:00,2023-09-26 00:00:00,5,3.0,522.0,Primary,8.0,Chalet
8493,267266,3318478.0,North Coast,,3318478.0,2023-09-02 00:00:00,,2023-09-02 00:00:00,5,3.0,692.0,Primary,7.0,Chalet
10746,265825,5379672.0,Mostakbal City,,5379672.0,2023-11-28 00:00:00,,2023-12-16 00:00:00,21,10.0,1059.0,Primary,9.0,Apartment
9006,310335,9674644.0,New Cairo,,9674644.0,2023-09-27 00:00:00,2023-09-27 10:35:00,2023-12-06 00:00:00,21,2.0,1011.0,Primary,6.0,Apartment
8735,300590,3136425.0,New Capital City,,3136425.0,2023-09-17 00:00:00,,2023-09-17 00:00:00,8,9.0,604.0,Developer Commercial Sale,4.0,Office
1334,59703,5975000.0,Mostakbal City,,,2021-11-17 00:00:00,,2021-12-02 00:00:00,7,10.0,259.0,Primary,,Townhouse
7592,226166,13983963.0,New Cairo,14000000.0,13983962.0,2023-06-25 00:00:00,2023-06-26 00:00:00,2023-08-18 00:00:00,10,2.0,843.0,Developer Commercial Sale,5.0,Retail
10917,314,17876804.0,,,17876804.0,,,2023-12-21 14:08:00,3,10.0,996.0,Primary,8.0,Duplex
10701,266977,19800000.0,New Cairo,19821837.0,,2023-12-13 00:00:00,2023-12-14 11:29:00,2023-12-25 00:00:00,10,2.0,843.0,Primary,6.0,Retail
10660,307608,45142000.0,El Sheikh Zayed,30000000.0,,2024-01-22 00:00:00,2024-01-25 16:27:00,,7,26.0,877.0,Primary,,Townhouse
10692,295030,5297413.0,6th of October City,,5297413.0,2023-12-11 00:00:00,,2023-12-12 00:00:00,8,1.0,715.0,Developer Commercial Sale,5.0,Office
11026,343,6246000.0,,,6246000.0,,,2023-12-27 12:14:00,21,26.0,274.0,Primary,5.0,Apartment
10123,335168,7792255.0,New Cairo,7937111.0,7792255.0,2023-11-23 00:00:00,,2023-11-25 00:00:00,3,2.0,147.0,Primary,8.0,Duplex
11339,136669,12296597.0,6th of October City,9900000.0,,2024-01-28 00:00:00,2024-01-29 13:21:00,,3,1.0,422.0,Primary,,Duplex
10170,332888,6162000.0,6th of October City,6100000.0,,2023-11-20 00:00:00,2023-11-21 10:27:00,2023-12-26 00:00:00,21,1.0,1041.0,Primary,8.0,Apartment
11024,371499,3536148.0,New Capital City,,3536148.0,2023-12-26 00:00:00,,2023-12-27 00:00:00,8,9.0,604.0,Developer Commercial Sale,6.0,Office
11138,349,7150000.0,,,7150000.0,,,2024-01-04 13:43:00,5,3.0,927.0,Primary,8.0,Chalet
11657,386536,6079308.0,New Cairo,5000000.0,,2024-02-01 00:00:00,,2024-02-03 00:00:00,21,2.0,147.0,Primary,8.0,Apartment
11141,385762,2334728.0,6th of October City,3000000.0,,2024-01-13 00:00:00,2024-01-23 20:40:00,,21,1.0,653.0,Primary,,Apartment
11660,401538,,New Cairo,5500000.0,,,,,21,2.0,1112.0,,,Apartment
10905,309,6804280.0,,,6804280.0,,,2023-12-21 12:05:00,21,2.0,1037.0,Primary,8.0,Apartment
11157,264821,2866987.5,North Coast,,5733975.0,2023-12-24 00:00:00,2023-12-25 16:50:00,2024-01-08 00:00:00,5,3.0,165.0,Primary,8.0,Chalet
2399,98060,17500035.0,New Cairo,,,2022-05-31 00:00:00,,2022-05-31 00:00:00,10,2.0,,Primary,,Retail
8680,300382,5600000.0,Ain Sokhna,6500000.0,,2023-09-14 00:00:00,2023-09-15 14:11:00,2023-10-12 00:00:00,5,4.0,1028.0,Primary,8.0,Chalet
11162,387379,10135300.0,New Cairo,10244947.0,,2024-01-17 00:00:00,,2024-01-28 00:00:00,3,2.0,147.0,Primary,8.0,Duplex
11163,385762,,6th of October City,3000000.0,,,,,21,1.0,653.0,,,Apartment
10567,139847,24480000.0,El Sheikh Zayed,24000000.0,,2023-11-28 00:00:00,2023-12-17 11:31:00,2023-12-19 00:00:00,10,26.0,920.0,Developer Commercial Sale,7.0,Retail
11338,213296,6480000.0,New Cairo,,6480000.0,2024-01-11 00:00:00,2024-01-16 19:42:00,2024-01-23 00:00:00,21,2.0,754.0,Resale Buyer,0.0,Apartment
2155,88049,9217250.0,New Capital City,,,2022-04-27 00:00:00,,2022-05-08 00:00:00,8,9.0,605.0,Primary,,Office
11680,399,7920000.0,,,7920000.0,,,2024-01-31 15:23:00,21,16.0,1042.0,Primary,4.0,Apartment
9855,300590,5287200.0,New Cairo,,5287200.0,2023-11-02 00:00:00,,2023-11-06 00:00:00,8,2.0,1066.0,Developer Commercial Sale,4.0,Office
11191,385111,6414371.0,New Cairo,12283917.0,,2024-01-09 00:00:00,,2024-01-17 00:00:00,21,2.0,186.0,Primary,8.0,Apartment
2154,88049,9898817.0,New Capital City,,,2022-04-27 00:00:00,,2022-05-08 00:00:00,8,9.0,605.0,Primary,,Office
10718,21355,4970000.0,New Cairo,,4970000.0,2023-11-30 00:00:00,2023-12-14 08:53:00,2023-12-14 00:00:00,21,2.0,1037.0,Primary,8.0,Apartment
