id,lead_id,unit_value,unit_location,expected_value,actual_value,date_of_reservation,reservation_update_date,date_of_contraction,property_type_id,area_id,compound_id,sale_category,years_of_payment,property_type
2416,100007,7855304.0,North Coast,,,2022-05-29 00:00:00,2022-06-02 00:00:00,2022-06-02 00:00:00,21,3.0,294.0,Primary,,Apartment
9901,325828,,Hurghada,5140000.0,,,,,21,18.0,454.0,,,Apartment
7692,252924,11649995.0,North Coast,6900000.0,,2023-08-29 00:00:00,2023-08-30 21:05:00,2023-12-28 00:00:00,21,3.0,989.0,Primary,8.0,Apartment
2428,100627,3259142.0,Mostakbal City,,,2022-06-05 00:00:00,,2022-06-22 00:00:00,21,10.0,490.0,Primary,,Apartment
9594,133692,3862000.0,New Capital City,3804000.0,,2023-10-26 00:00:00,,2023-11-15 00:00:00,21,9.0,1058.0,Primary,5.0,Apartment
9595,133692,3804000.0,New Capital City,3862000.0,,2023-10-26 00:00:00,,2023-11-15 00:00:00,21,9.0,1058.0,Primary,5.0,Apartment
802,34204,2500101.0,New Capital City,,,2021-05-11 00:00:00,,2021-05-18 00:00:00,21,9.0,456.0,,,Apartment
2208,59393,6279227.0,New Cairo,,,2022-05-09 00:00:00,,2022-06-09 00:00:00,21,2.0,187.0,Primary,,Apartment
9511,312325,11511000.0,New Cairo,7500000.0,,2023-11-06 00:00:00,,2023-11-12 00:00:00,21,2.0,868.0,Primary,8.0,Apartment
1871,78530,1802217.0,Mostakbal City,,,2022-03-07 00:00:00,,,21,10.0,490.0,,,Apartment
10020,187686,2980828.0,New Capital City,4000000.0,,2023-11-13 00:00:00,,2023-12-10 00:00:00,21,9.0,372.0,Primary,3.0,Apartment
10394,133692,,North Coast,6000000.0,,,,,21,3.0,293.0,,,Apartment
1800,55664,4100000.0,New Cairo,,,2022-03-04 00:00:00,,2022-04-05 00:00:00,21,2.0,195.0,Primary,,Apartment
10460,361917,5060381.0,New Capital City,5500000.0,,2023-12-03 00:00:00,,2023-12-06 00:00:00,21,9.0,1058.0,Primary,10.0,Apartment
8326,269786,6277776.0,6th of October City,,6277776.0,2023-08-22 00:00:00,,2023-08-22 00:00:00,21,1.0,391.0,Primary,0.0,Apartment
8260,215708,5956000.0,6th of October City,4000000.0,,2023-09-02 00:00:00,2023-09-03 16:59:00,2023-09-19 00:00:00,21,1.0,258.0,Primary,7.0,Apartment
8105,253191,3928650.0,6th of October City,,7857300.0,2023-08-08 00:00:00,2023-08-10 00:00:00,2023-08-16 00:00:00,21,1.0,391.0,Primary,4.0,Apartment
8358,209004,3790964.0,6th of October City,3790096.0,,2023-08-23 00:00:00,,2023-08-27 00:00:00,21,1.0,210.0,Primary,10.0,Apartment
10604,358271,9305366.0,6th of October City,,9305366.0,2023-12-07 00:00:00,,2023-12-09 00:00:00,21,1.0,391.0,Primary,6.0,Apartment
7435,233346,4277470.0,El Sheikh Zayed,,4277470.0,2023-06-11 00:00:00,2023-06-12 00:00:00,2023-06-26 00:00:00,21,26.0,686.0,Primary,7.0,Apartment
8930,309122,3510000.0,New Capital City,3600000.0,,2023-09-23 00:00:00,,2023-09-28 00:00:00,21,9.0,1025.0,Primary,8.0,Apartment
790,32358,2684000.0,El Shorouk,,,2021-04-26 00:00:00,,2021-05-24 00:00:00,21,8.0,219.0,Primary,,Apartment
9130,211398,2627529.0,6th of October City,,2627529.0,2023-07-09 00:00:00,,2023-10-04 00:00:00,21,1.0,653.0,Primary,8.0,Apartment
5926,174230,2355000.0,El Shorouk,,2355000.0,2023-02-28 00:00:00,,2023-02-28 00:00:00,21,8.0,219.0,Resale Buyer,0.0,Apartment
2186,65371,1892655.0,Mostakbal City,,,2022-05-01 00:00:00,,2022-05-18 00:00:00,21,10.0,490.0,Primary,,Apartment
8091,252704,3784518.0,New Cairo,,7569037.0,2023-07-17 00:00:00,2023-07-18 00:00:00,2023-08-09 00:00:00,21,2.0,754.0,Primary,6.0,Apartment
798,33100,4624223.0,New Cairo,,,2021-05-04 00:00:00,,2021-06-27 00:00:00,21,2.0,222.0,Primary,,Apartment
1747,12261,2972000.0,New Cairo,,,2022-02-21 00:00:00,,2022-02-22 00:00:00,21,2.0,345.0,Primary,,Apartment
8372,282729,5370000.0,6th of October City,,5370000.0,2023-08-24 00:00:00,,2023-08-24 00:00:00,21,1.0,210.0,Primary,8.0,Apartment
10402,353617,,New Capital City,3200000.0,,,,,21,9.0,271.0,,,Apartment
9741,328155,4338572.0,6th of October City,4338578.0,,2023-11-01 00:00:00,,2023-11-13 00:00:00,21,1.0,210.0,Primary,8.0,Apartment
929,41955,7126893.0,El Gouna,,,2021-08-04 00:00:00,,2021-08-04 00:00:00,7,5.0,248.0,,,Townhouse
2260,75396,2698018.0,New Cairo,2705210.0,,2022-05-24 00:00:00,,2022-05-31 00:00:00,21,2.0,186.0,Primary,,Apartment
8599,294110,2901000.0,North Coast,,2167000.0,2023-09-08 00:00:00,2023-09-10 08:03:00,2023-10-10 00:00:00,21,3.0,493.0,Primary,5.0,Apartment
10408,133692,,North Coast,5500000.0,,,,,21,3.0,314.0,,,Apartment
8642,250740,3351250.0,New Capital City,,3351250.0,2023-08-31 00:00:00,,2023-09-12 00:00:00,21,9.0,867.0,Primary,8.0,Apartment
10409,133692,,North Coast,6500000.0,,,,,21,3.0,314.0,,,Apartment
774,32229,1954000.0,New Capital City,,,2021-04-11 00:00:00,,,21,9.0,449.0,,,Apartment
10415,241974,,New Cairo,8000000.0,,,,,21,2.0,38.0,,,Apartment
726,30026,4361700.0,6th October,,,2021-02-09 00:00:00,,2021-03-03 00:00:00,21,1.0,,Primary,,Apartment
10420,347454,,6th of October City,4000000.0,,,,,21,1.0,653.0,,,Apartment
2101,84261,6301210.0,6th October,6301000.0,,2022-05-24 00:00:00,,2022-05-24 00:00:00,7,1.0,391.0,Primary,,Townhouse
10421,353475,,New Cairo,9000000.0,,,,,21,2.0,209.0,,,Apartment
1513,39483,2359773.0,New Cairo,,,2021-12-29 00:00:00,,,21,2.0,209.0,,,Apartment
1924,79837,8043750.0,6th October,,,2022-03-21 00:00:00,,,21,1.0,310.0,,,Apartment
10095,336575,5171040.0,New Capital City,,5171040.0,2023-11-13 00:00:00,,2023-11-16 00:00:00,21,9.0,546.0,Primary,7.0,Apartment
7269,222315,3313000.0,Mostakbal City,,3313000.0,2023-05-29 00:00:00,2023-05-29 00:00:00,2023-06-01 00:00:00,21,10.0,217.0,Primary,9.0,Apartment
10484,335153,,New Cairo,5000000.0,,,,,21,2.0,1037.0,,,Apartment
8753,89033,7318500.0,New Cairo,,7318500.0,2023-09-17 00:00:00,,2023-09-18 00:00:00,21,2.0,462.0,Primary,6.0,Apartment
10369,336968,4898000.0,6th of October City,4898000.0,,2023-11-27 00:00:00,,2023-12-03 00:00:00,21,1.0,884.0,Primary,9.0,Apartment
10655,311572,,6th of October City,10800000.0,,,,,3,1.0,884.0,,,Duplex
10666,33201,10980000.0,6th of October City,,10980000.0,2023-12-10 00:00:00,,2023-12-12 00:00:00,21,1.0,798.0,Primary,8.0,Apartment
908,40870,4611000.0,New Cairo,,,2021-08-02 00:00:00,,,21,2.0,148.0,,,Apartment
2341,86676,3504000.0,North Coast,,,2022-05-23 00:00:00,,,5,3.0,692.0,,,Chalet
899,40870,4611000.0,New Cairo,,,2021-08-02 00:00:00,,,21,2.0,148.0,,,Apartment
902,40870,4611000.0,New Cairo,,,2021-08-02 00:00:00,,,21,2.0,148.0,,,Apartment
9039,61,8207000.0,Mostakbal City,,8207000.0,2023-09-20 00:00:00,,2023-09-29 00:00:00,21,10.0,202.0,Primary,8.0,Apartment
1454,62241,5342000.0,New Cairo,,,2021-12-13 00:00:00,,,21,2.0,148.0,,,Apartment
1872,78530,1728322.0,Mostakbal City,,,2022-03-07 00:00:00,,,21,10.0,490.0,,,Apartment
9540,329827,5017391.0,North Coast,,5017391.0,2023-10-23 00:00:00,2023-10-24 12:21:00,2023-11-22 00:00:00,5,3.0,521.0,Resale Seller,0.0,Chalet
975,46719,1841437.0,New Cairo,,,2021-08-24 00:00:00,,,21,2.0,195.0,,,Apartment
974,46719,1841437.0,New Cairo,,,2021-08-24 00:00:00,,,21,2.0,195.0,,,Apartment
973,46719,1841437.0,New Cairo,,,2021-08-24 00:00:00,,,21,2.0,195.0,,,Apartment
9163,315151,3014778.0,New Capital City,3500000.0,,2023-10-08 00:00:00,2023-10-09 19:24:00,2023-10-15 00:00:00,21,9.0,372.0,Primary,5.0,Apartment
10013,147,1815685.0,,,1815685.0,,,2023-11-13 15:55:00,21,1.0,653.0,Primary,8.0,Apartment
10300,352956,,El Sheikh Zayed,5000000.0,,,,,21,26.0,1080.0,,,Apartment
9968,299690,11861356.0,Mostakbal City,,11861356.0,2023-10-28 00:00:00,,2023-11-10 00:00:00,21,10.0,196.0,Primary,8.0,Apartment
9246,319914,2630280.0,New Cairo,,2792000.0,2023-10-09 00:00:00,2023-10-11 09:40:00,2023-10-24 00:00:00,21,2.0,147.0,Primary,8.0,Apartment
8455,184462,7394500.0,New Cairo,,14789000.0,2023-08-30 00:00:00,,2023-08-30 00:00:00,21,2.0,345.0,Primary,8.0,Apartment
6674,192384,3556514.0,6th of October City,,3556514.0,2023-04-11 00:00:00,,2023-04-11 00:00:00,21,1.0,254.0,Primary,9.0,Apartment
1808,76333,1607557.0,New Cairo,,,2022-03-06 00:00:00,,,21,2.0,147.0,,,Apartment
9466,74,2192193.0,,,2192193.0,,,2023-10-19 14:46:00,21,9.0,372.0,Primary,7.0,Apartment
1913,72067,2631000.0,Mostakbal City,,,2022-03-21 00:00:00,,2022-03-31 00:00:00,21,10.0,202.0,Primary,,Apartment
10706,274,17891000.0,,,17891000.0,,,2023-12-13 14:59:00,21,26.0,274.0,Primary,8.0,Apartment
7910,26232,4207000.0,North Coast,4300000.0,,2023-08-01 00:00:00,,2023-08-01 00:00:00,5,3.0,752.0,Primary,8.0,Chalet
8768,305053,3767032.0,New Capital City,3000000.0,,2023-10-01 00:00:00,2023-10-02 08:25:00,2023-10-12 00:00:00,21,9.0,372.0,Primary,10.0,Apartment
1820,67571,1135000.0,Mostakbal City,1185000.0,,2022-03-12 00:00:00,,2022-03-22 00:00:00,21,10.0,202.0,Primary,,Apartment
3083,127368,2205000.0,North Coast,2200000.0,2205000.0,2022-09-21 00:00:00,2022-09-22 00:00:00,2022-10-10 00:00:00,5,3.0,505.0,Primary,,Chalet
1337,53536,2700000.0,New Cairo,,,2021-10-17 00:00:00,,2021-11-18 00:00:00,21,2.0,38.0,Primary,,Apartment
2773,120106,2387000.0,New Cairo,2300000.0,,2022-08-30 00:00:00,,2022-08-30 00:00:00,21,2.0,410.0,Primary,,Apartment
9375,301908,3010742.0,New Capital City,,3010742.0,2023-10-16 00:00:00,,2023-10-17 00:00:00,21,9.0,372.0,Primary,8.0,Apartment
2838,121573,7290000.0,North Coast,7290000.0,7290000.0,2022-08-16 00:00:00,2022-08-16 00:00:00,2022-09-11 00:00:00,7,3.0,522.0,Primary,,Townhouse
8249,223687,1826000.0,Mostakbal City,,1826000.0,2023-07-27 00:00:00,,2023-08-16 00:00:00,21,10.0,202.0,Resale Buyer,0.0,Apartment
9454,103,4273662.0,,,4273662.0,,,2023-10-19 11:03:00,21,9.0,372.0,Primary,10.0,Apartment
2518,103535,2511000.0,Mostakbal City,,,2022-06-17 00:00:00,,2022-07-03 00:00:00,21,10.0,347.0,Primary,,Apartment
1969,63356,3752000.0,6th October,,,2022-03-24 00:00:00,,2022-03-24 00:00:00,21,1.0,391.0,Primary,,Apartment
9509,326940,3691306.0,New Cairo,,3731240.0,2023-10-22 00:00:00,2023-10-23 09:19:00,2023-11-12 00:00:00,21,2.0,186.0,Primary,9.0,Apartment
9492,41,3708637.0,,,3708637.0,,,2023-10-22 09:09:00,21,9.0,372.0,Primary,10.0,Apartment
1734,12261,2972000.0,New Cairo,,,2022-02-21 00:00:00,,,21,2.0,345.0,,,Apartment
10552,364223,,New Cairo,8000000.0,,,,,21,2.0,345.0,,,Apartment
1208,53378,2718000.0,New Cairo,,,2021-10-13 00:00:00,,,21,2.0,410.0,,,Apartment
2534,104020,3188405.0,6th October,,,2022-06-21 00:00:00,,2022-07-06 00:00:00,21,1.0,223.0,Primary,,Apartment
6537,194005,5600000.0,Somabay,,5600000.0,2023-03-29 00:00:00,2023-03-29 00:00:00,2023-04-16 00:00:00,21,6.0,373.0,Primary,5.0,Apartment
2699,114535,4212000.0,New Cairo,,,2022-07-27 00:00:00,,2022-07-27 00:00:00,21,2.0,148.0,Primary,6.0,Apartment
2242,89490,3146630.0,New Cairo,3146630.0,,2022-05-11 00:00:00,,,21,2.0,669.0,,,Apartment
10937,218266,,New Cairo,20000000.0,,,,,7,2.0,1077.0,,,Townhouse
2026,80435,3910000.0,New Cairo,3910000.0,,2022-04-03 00:00:00,,,21,2.0,538.0,,,Apartment
5201,183576,3425624.0,6th of October City,6000000.0,3425624.0,2023-02-18 00:00:00,,2023-02-22 00:00:00,21,1.0,693.0,Primary,9.0,Apartment
10485,297796,,New Capital City,5000000.0,,,,,21,9.0,271.0,,,Apartment
8348,267738,3253110.0,6th of October City,,3253110.0,2023-08-17 00:00:00,,2023-08-23 00:00:00,21,1.0,411.0,Primary,3.0,Apartment
2570,106850,2285474.0,New Capital City,,,2022-06-29 00:00:00,,2022-07-15 00:00:00,21,9.0,252.0,Primary,,Apartment
924,41955,7126893.0,El Gouna,,,2021-08-04 00:00:00,,2021-08-04 00:00:00,7,5.0,248.0,,,Townhouse
10560,364220,9733668.0,6th of October City,9733667.0,,2023-12-06 00:00:00,2023-12-07 14:57:00,2023-12-24 00:00:00,21,1.0,391.0,Primary,4.0,Apartment
8800,275522,3668546.0,New Capital City,3668545.0,,2023-09-20 00:00:00,,2023-10-01 00:00:00,21,9.0,181.0,Primary,5.0,Apartment
994,47032,2758447.0,New Cairo,,,2021-09-02 00:00:00,,2021-09-02 00:00:00,21,2.0,,Primary,,Apartment
10200,339962,6503175.0,6th of October City,6503175.0,,2023-11-21 00:00:00,,2023-11-21 00:00:00,21,1.0,884.0,Primary,9.0,Apartment
695,29842,2251618.0,New Cairo,,,2021-01-13 00:00:00,,,21,2.0,,,,Apartment
10262,293475,6086850.0,New Cairo,,6510000.0,2023-11-22 00:00:00,2023-11-23 13:34:00,2023-12-25 00:00:00,21,2.0,410.0,Primary,5.0,Apartment
2592,56787,7931000.0,New Cairo,,,2022-07-05 00:00:00,,2022-07-05 00:00:00,21,2.0,260.0,Primary,,Apartment
2312,93621,2280000.0,Mostakbal City,,,2022-05-19 00:00:00,,2022-05-19 00:00:00,21,10.0,217.0,Primary,,Apartment
2491,103510,1125750.0,Ain Sokhna,,,2022-06-12 00:00:00,,,5,4.0,725.0,Primary,,Chalet
8819,148933,9991000.0,North Coast,9900000.0,,2023-09-20 00:00:00,2023-09-20 18:57:00,2023-10-10 00:00:00,21,3.0,752.0,Primary,8.0,Apartment
10491,358287,4613000.0,North Coast,,4613000.0,2023-12-03 00:00:00,2023-12-04 14:10:00,2023-12-24 00:00:00,5,3.0,165.0,Primary,8.5,Chalet
3682,84261,4691640.0,El Sheikh Zayed,,4691640.0,2022-12-04 00:00:00,2022-12-06 00:00:00,2023-02-02 00:00:00,21,26.0,825.0,Primary,8.0,Apartment
1928,79837,8043750.0,6th October,,,2022-03-21 00:00:00,,2022-03-22 00:00:00,21,1.0,310.0,Primary,,Apartment
707,29835,5722500.0,6th October,,,2021-01-24 00:00:00,,2021-01-30 00:00:00,21,1.0,,,,Apartment
907,40870,4581000.0,New Cairo,,,2021-08-02 00:00:00,,2021-08-16 00:00:00,21,2.0,148.0,Primary,,Apartment
2051,30700,2220569.0,6th October,,,2022-04-05 00:00:00,,2022-04-05 00:00:00,21,1.0,422.0,Primary,,Apartment
909,40870,4569000.0,New Cairo,,,2021-08-02 00:00:00,,2021-08-16 00:00:00,21,2.0,148.0,Primary,,Apartment
9064,286474,4521335.0,6th of October City,4863000.0,,2023-10-02 00:00:00,,2023-10-29 00:00:00,21,1.0,411.0,Primary,6.0,Apartment
903,40870,4611000.0,New Cairo,,,2021-08-02 00:00:00,,,21,2.0,148.0,,,Apartment
10743,285146,6520000.0,New Cairo,,13040000.0,2023-12-14 00:00:00,2023-12-15 15:43:00,2023-12-17 00:00:00,21,2.0,345.0,Resale Seller,0.0,Apartment
906,40870,4611000.0,New Cairo,,,2021-08-02 00:00:00,,,21,2.0,148.0,,,Apartment
3683,84261,3314917.0,El Sheikh Zayed,,3314917.0,2022-12-04 00:00:00,2022-12-06 00:00:00,2023-02-02 00:00:00,21,26.0,825.0,Primary,8.0,Apartment
2330,96510,2974035.0,New Capital City,,,2022-05-22 00:00:00,,2022-05-23 00:00:00,21,9.0,252.0,Primary,,Apartment
769,32031,2864000.0,New Capital City,,,2021-03-28 00:00:00,,,3,9.0,449.0,,,Duplex
7379,214112,3155206.0,New Capital City,3155206.0,3155206.0,2023-06-06 00:00:00,,2023-07-16 00:00:00,21,9.0,372.0,Primary,5.0,Apartment
8689,52,2938683.0,New Capital City,,2938683.0,2023-08-15 00:00:00,,2023-09-14 00:00:00,21,9.0,372.0,Primary,10.0,Apartment
8329,278726,4710810.0,New Capital City,5000000.0,,2023-09-03 00:00:00,,2023-09-03 00:00:00,21,9.0,546.0,Primary,7.0,Apartment
2684,63468,3812000.0,New Capital City,3812000.0,,2022-07-26 00:00:00,,2022-08-02 00:00:00,21,9.0,449.0,Primary,,Apartment
6395,193996,2632530.0,New Capital City,2632530.0,2632530.0,2023-03-13 00:00:00,,2023-03-18 00:00:00,21,9.0,372.0,Primary,10.0,Apartment
1338,59229,3620000.0,New Cairo,,,2021-11-18 00:00:00,,2021-12-30 00:00:00,3,2.0,537.0,,,Duplex
2053,30700,2220569.0,6th October,,,2022-04-05 00:00:00,,2022-04-05 00:00:00,21,1.0,422.0,Primary,,Apartment
3726,159986,4926976.0,El Sheikh Zayed,,4926976.0,2022-12-12 00:00:00,2022-12-12 00:00:00,2023-01-19 00:00:00,21,26.0,825.0,Primary,8.0,Apartment
7190,18182,8660000.0,New Cairo,,8660000.0,2023-05-17 00:00:00,2023-05-17 00:00:00,2023-06-19 00:00:00,21,2.0,939.0,Primary,8.0,Apartment
1889,68639,4059364.0,New Cairo,,,2022-03-16 00:00:00,,2022-03-16 00:00:00,3,2.0,537.0,Primary,,Duplex
2334,96659,3877786.0,New Cairo,3877746.0,,2022-05-23 00:00:00,,2022-06-28 00:00:00,21,2.0,186.0,Primary,,Apartment
8001,265325,4312000.0,Mostakbal City,,,2023-08-06 00:00:00,,2023-08-07 00:00:00,21,10.0,202.0,Primary,8.0,Apartment
6909,209084,5075925.0,New Capital City,5128000.0,5075925.0,2023-05-08 00:00:00,,2023-06-15 00:00:00,21,9.0,252.0,Primary,6.0,Apartment
1526,63281,3300000.0,New Cairo,,,2021-12-30 00:00:00,,,21,2.0,207.0,,,Apartment
8667,218064,2834000.0,Mostakbal City,2817000.0,,2023-09-13 00:00:00,,2023-09-17 00:00:00,21,10.0,202.0,Primary,7.0,Apartment
10382,238402,4460000.0,Mostakbal City,4460000.0,,2023-11-29 00:00:00,,2023-12-05 00:00:00,21,10.0,202.0,Primary,8.0,Apartment
3068,127117,1957176.0,New Capital City,1957176.0,1957176.0,2022-09-28 00:00:00,,2022-09-28 00:00:00,8,9.0,605.0,Primary,,Office
886,38818,2209936.0,New Cairo,,,2021-07-28 00:00:00,,,21,2.0,147.0,,,Apartment
1895,66702,2446543.0,Mostakbal City,,,2022-03-17 00:00:00,,,21,10.0,196.0,,,Apartment
7605,242808,20696050.0,6th of October City,,41392100.0,2023-06-26 00:00:00,2023-06-26 00:00:00,2023-07-17 00:00:00,1,1.0,166.0,Primary,7.5,Villa
10611,258,11960000.0,,,11960000.0,,,2023-12-10 11:17:00,21,2.0,38.0,Primary,8.0,Apartment
527,19476,3280000.0,,,,2019-11-05 00:00:00,,2019-11-05 00:00:00,21,,,,,Apartment
1837,76584,981530.0,New Capital City,,,2022-03-08 00:00:00,,2022-03-08 00:00:00,8,9.0,656.0,Primary,,Office
10610,258,10700000.0,,,10700000.0,,,2023-12-10 11:16:00,21,2.0,38.0,Primary,8.0,Apartment
10609,258,5950000.0,,,5950000.0,,,2023-12-10 11:13:00,21,2.0,38.0,Primary,8.0,Apartment
477,8996,5155888.0,,,,2018-09-03 00:00:00,,2018-09-03 00:00:00,21,,,,,Apartment
1186,39116,5451000.0,El Shorouk,,,2021-09-29 00:00:00,,2021-10-24 00:00:00,3,8.0,219.0,Primary,,Duplex
10760,281,3817211.0,,,3817211.0,,,2023-12-17 12:57:00,21,9.0,372.0,Primary,10.0,Apartment
9909,336621,4417000.0,El Sheikh Zayed,,4417000.0,2023-11-08 00:00:00,2023-11-08 18:07:00,2023-11-14 00:00:00,21,26.0,274.0,Resale Seller,0.0,Apartment
10068,335638,5057000.0,El Sheikh Zayed,6000000.0,,2023-12-13 00:00:00,2023-12-14 11:37:00,2024-01-17 00:00:00,21,26.0,1065.0,Developer Commercial Sale,6.0,Apartment
2300,91557,5458801.0,6th October,,,2022-05-18 00:00:00,,2022-05-29 00:00:00,13,1.0,610.0,Primary,,Clinic
9032,164183,29753219.0,El Sheikh Zayed,,29753219.0,2023-09-28 00:00:00,,2023-09-28 00:00:00,8,26.0,638.0,Developer Commercial Sale,6.0,Office
9463,20799,2976403.0,New Cairo,,3008000.0,2023-10-19 00:00:00,2023-10-19 14:12:00,2023-10-26 00:00:00,21,2.0,147.0,Primary,8.0,Apartment
10682,361480,8242000.0,6th of October City,,8242000.0,2023-12-01 00:00:00,,2023-12-12 00:00:00,21,1.0,163.0,Primary,7.0,Apartment
2059,83284,2884719.0,New Cairo,,,2022-04-06 00:00:00,,,21,2.0,205.0,,,Apartment
8000,265325,4012000.0,Mostakbal City,4000000.0,,2023-08-06 00:00:00,,2023-08-07 00:00:00,21,10.0,202.0,Primary,8.0,Apartment
813,32835,1484141.0,New Cairo,,,2021-04-22 00:00:00,,2021-05-17 00:00:00,21,2.0,147.0,Primary,,Apartment
8376,195178,6360000.0,New Capital City,3000000.0,,2023-10-02 00:00:00,,2023-10-07 00:00:00,21,9.0,1015.0,Primary,10.0,Apartment
10279,306668,8683000.0,Mostakbal City,,8683000.0,2023-11-19 00:00:00,,2023-11-24 00:00:00,21,10.0,202.0,Primary,8.0,Apartment
10401,353617,,New Capital City,3200000.0,,,,,21,9.0,271.0,,,Apartment
1805,76323,3950643.0,New Cairo,,,2022-03-06 00:00:00,,,1,2.0,147.0,,,Villa
10368,20172,3495000.0,6th of October City,3495000.0,,2023-11-26 00:00:00,,2023-12-03 00:00:00,21,1.0,884.0,Primary,9.0,Apartment
8083,267083,5625000.0,Mostakbal City,5625000.0,,2023-08-09 00:00:00,,2023-08-13 00:00:00,21,10.0,973.0,Primary,7.0,Apartment
900,40870,4611000.0,New Cairo,,,2021-08-02 00:00:00,,,21,2.0,148.0,,,Apartment
10456,359135,5710000.0,6th of October City,,5710000.0,2023-12-03 00:00:00,,2023-12-03 00:00:00,21,1.0,798.0,Primary,8.0,Apartment
9779,138463,6386809.0,Mostakbal City,6550936.0,,2023-10-26 00:00:00,2023-11-06 10:30:00,2023-12-14 00:00:00,21,10.0,996.0,Primary,8.0,Apartment
10471,299955,,El Shorouk,6000000.0,,,,,21,8.0,219.0,,,Apartment
10755,278,14225013.0,,,14225013.0,,,2023-12-17 10:36:00,21,10.0,996.0,Primary,8.0,Apartment
9906,339611,,El Sheikh Zayed,7000000.0,,,,,21,26.0,686.0,,,Apartment
2050,30700,2220569.0,6th October,,,2022-04-05 00:00:00,,2022-04-05 00:00:00,21,1.0,422.0,Primary,,Apartment
10301,326265,,New Capital City,4500000.0,,,,,21,9.0,781.0,,,Apartment
646,27730,2359000.0,El Shorouk,,,2020-11-04 00:00:00,,2020-11-11 00:00:00,21,8.0,219.0,,,Apartment
10548,340448,,New Cairo,10000000.0,,,,,21,2.0,205.0,,,Apartment
10767,285146,6520000.0,New Cairo,,13040000.0,2023-12-14 00:00:00,2023-12-15 15:43:00,2023-12-17 00:00:00,21,2.0,345.0,Resale Seller,0.0,Apartment
10714,323264,,New Heliopolis,8000000.0,,,,,21,16.0,176.0,,,Apartment
9189,218266,19262772.0,Mostakbal City,15000000.0,,2023-11-15 00:00:00,2023-11-17 15:17:00,2023-12-06 00:00:00,21,10.0,1040.0,Primary,8.0,Apartment
8256,269296,4161320.0,Mostakbal City,,4161320.0,2023-08-08 00:00:00,,2023-08-17 00:00:00,21,10.0,490.0,Primary,9.0,Apartment
10314,354863,,New Capital City,2660364.0,,,,,21,9.0,617.0,,,Apartment
666,27648,10720729.0,El Gouna,,,2020-11-24 00:00:00,,2020-11-24 00:00:00,1,5.0,178.0,,,Villa
8267,276943,3565000.0,Mostakbal City,3700000.0,,2023-08-17 00:00:00,,2023-08-24 00:00:00,21,10.0,202.0,Primary,8.0,Apartment
8831,300382,10120000.0,El Sheikh Zayed,,10120000.0,2023-09-18 00:00:00,2023-09-20 19:24:00,2023-12-04 00:00:00,21,26.0,877.0,Primary,7.0,Apartment
8721,97340,16763000.0,El Sheikh Zayed,12000000.0,,2023-09-20 00:00:00,2023-09-20 19:17:00,2023-12-07 00:00:00,4,26.0,877.0,Primary,7.0,Penthouse
8307,269257,4301000.0,New Cairo,4301000.0,4301000.0,2023-08-23 00:00:00,,2023-09-22 00:00:00,21,2.0,148.0,Primary,8.0,Apartment
1950,74292,2952469.0,New Cairo,,,2022-03-22 00:00:00,,2022-03-22 00:00:00,4,2.0,195.0,Primary,,Penthouse
9291,30,14702600.0,El Sheikh Zayed,,14702600.0,2023-09-07 00:00:00,,2023-10-12 00:00:00,4,26.0,274.0,Primary,8.0,Penthouse
3397,143992,1077000.0,New Capital City,,1077000.0,2022-10-20 00:00:00,2022-10-20 00:00:00,2022-10-25 00:00:00,8,9.0,684.0,Primary,,Office
10727,353025,5701934.0,New Cairo,5700000.0,,2023-12-21 00:00:00,,2023-12-31 00:00:00,21,2.0,147.0,Primary,8.0,Apartment
7783,256556,13059897.0,North Coast,9000000.0,,2023-08-29 00:00:00,2023-08-30 10:09:00,2023-12-21 00:00:00,7,3.0,989.0,Primary,8.0,Townhouse
7364,224537,3994350.0,New Capital City,4000000.0,3994350.0,2023-06-04 00:00:00,,2023-06-05 00:00:00,21,9.0,480.0,Primary,3.0,Apartment
737,23187,3719450.0,New Cairo,,,2020-10-28 00:00:00,,2021-02-28 00:00:00,21,2.0,393.0,,,Apartment
7428,193419,8821000.0,New Cairo,,8821000.0,2023-06-11 00:00:00,2023-06-11 00:00:00,2023-06-14 00:00:00,21,2.0,148.0,Primary,8.0,Apartment
821,34784,935000.0,New Capital City,,,2021-05-27 00:00:00,,2021-05-30 00:00:00,9,9.0,474.0,Primary,,Studio
9290,30,13404600.0,El Sheikh Zayed,,13404600.0,2023-09-07 00:00:00,,2023-10-12 00:00:00,21,26.0,274.0,Primary,8.0,Apartment
10366,205052,11933000.0,New Cairo,,11933000.0,2023-11-27 00:00:00,2023-11-29 14:49:00,2023-12-07 00:00:00,21,2.0,148.0,Primary,8.0,Apartment
8832,300382,9113000.0,El Sheikh Zayed,,9113000.0,2023-09-18 00:00:00,2023-09-20 19:24:00,2023-12-04 00:00:00,21,26.0,877.0,Primary,7.0,Apartment
7746,220856,4742082.0,Mostakbal City,4742082.0,4742082.0,2023-07-12 00:00:00,,2023-07-19 00:00:00,21,10.0,490.0,Primary,8.0,Apartment
462,17056,1888110.0,,,,2019-07-25 00:00:00,,2019-07-25 00:00:00,21,,,,,Apartment
543,14241,4750000.0,,,,2019-08-19 00:00:00,,2019-09-12 00:00:00,6,,,,,Twinhouse
